datetime,temp,on_sec(s),power(%),P,I,D,PID
20230910 09:01:00,64.687,0,0,-1.6869999999999976,-4.078165347119303,-0.012399999999999523,0.0
20230910 09:01:05,64.687,0,0,-1.6869999999999976,-4.155851499960583,0.0,0.0
20230910 09:01:11,64.687,0,0,-1.6869999999999976,-4.202290157004825,0.0,0.0
20230910 09:01:16,64.812,0,0,-1.6869999999999976,-4.217499999999993,0.0,0.0
20230910 09:01:21,64.875,0,0,-1.8119999999999976,-4.24986639039725,-0.025,0.0
20230910 09:01:26,64.875,0,0,-1.875,-4.328385511634028,-0.03760000000000048,0.0
20230910 09:01:31,64.937,0,0,-1.875,-4.42238551163403,-0.03760000000000048,0.0
20230910 09:01:37,64.937,0,0,-1.9369999999999976,-4.54738551163403,-0.012600000000000477,0.0
20230910 09:01:42,64.937,0,0,-1.9369999999999976,-4.67238551163403,0.0,0.0
20230910 09:01:48,65.0,0,0,-1.9369999999999976,-4.765019121236774,0.0,0.0
20230910 09:01:53,65.0,0,0,-2.0,-4.82750203200406,-0.012600000000000477,0.0
20230910 09:01:59,65.0,0,0,-2.0,-4.89000203200406,-0.012600000000000477,0.0
20230910 09:02:04,65.0,0,0,-2.0,-4.921502032004061,-0.012600000000000477,0.0
20230910 09:02:09,65.0,0,0,-2.0,-4.953002032004062,0.0,0.0
20230910 09:02:14,65.0,0,0,-2.0,-4.984502032004063,0.0,0.0
20230910 09:02:19,65.0,0,0,-2.0,-5.0,0.0,0.0
20230910 09:02:27,64.875,0,0,-1.875,-4.969758064516129,0.025,0.0
20230910 09:02:32,64.875,0,0,-1.875,-4.939516129032258,0.05,0.0
20230910 09:02:37,64.875,0,0,-1.875,-4.877016129032258,0.05,0.0
20230910 09:02:42,64.812,0,0,-1.875,-4.814516129032258,0.025,0.0
20230910 09:02:48,64.75,0,0,-1.75,-4.705285921283801,0.012399999999999523,0.0
20230910 09:02:53,64.687,0,0,-1.75,-4.626297649019216,0.024799999999999045,0.0
20230910 09:02:58,64.625,0,0,-1.6869999999999976,-4.516078281040764,0.037399999999999524,0.0
20230910 09:03:03,64.562,0,0,-1.625,-4.406868438045595,0.037399999999999524,0.0
20230910 09:03:08,64.5,0,0,-1.5619999999999976,-4.266429781001351,0.03760000000000048,0.0
20230910 09:03:13,64.437,0,0,-1.5,-4.141473835908528,0.037399999999999524,0.0
20230910 09:03:18,64.375,0,0,-1.4369999999999976,-3.985291888396514,0.03760000000000048,0.0
20230910 09:03:23,64.312,0,0,-1.375,-3.829094941503217,0.037399999999999524,0.0
20230910 09:03:28,64.312,0,0,-1.3119999999999976,-3.672924062503596,0.03760000000000048,0.0
