datetime,temp,on_sec(s),power(%),P,I,D,PID
20230115 09:43:18,22.875,5,1,43.75,0,0,0.0
20230115 09:43:23,29.687,5,1,37.125,0,0,0.0
20230115 09:43:28,29.687,5,1,30.313,0,0,0.0
20230115 09:43:33,29.687,5,1,30.313,0,0,0.0
20230115 09:43:38,35.062,5,1,30.313,0,0,0.0
20230115 09:43:43,35.625,5,1,24.938000000000002,0,0,0.0
20230115 09:43:49,35.937,5,1,24.063000000000002,0,0,0.0
20230115 09:43:54,36.25,5,1,24.063000000000002,0,0,0.0
20230115 09:44:01,36.25,5,1,23.75,0,0,0.0
20230115 09:44:06,36.562,5,1,23.75,0,0,0.0
20230115 09:44:11,36.625,5,1,23.438000000000002,0,0,0.0
20230115 09:44:16,36.687,5,1,23.375,0,0,0.0
20230115 09:44:21,36.812,5,1,23.313000000000002,0,0,0.0
20230115 09:44:28,36.875,5,1,23.125,0,0,0.0
20230115 09:44:33,36.937,5,1,23.125,0,0,0.0
20230115 09:44:40,36.937,5,1,23.063000000000002,0,0,0.0
20230115 09:44:45,37.125,5,1,23.063000000000002,0,0,0.0
20230115 09:44:50,37.125,5,1,22.875,0,0,0.0
20230115 09:44:57,37.25,5,1,22.75,0,0,0.0
20230115 09:45:02,37.312,5,1,22.75,0,0,0.0
20230115 09:45:07,37.375,5,1,22.688000000000002,0,0,0.0
20230115 09:45:14,37.437,5,1,22.563000000000002,0,0,0.0
20230115 09:45:19,37.5,5,1,22.563000000000002,0,0,0.0
20230115 09:45:25,37.562,5,1,22.5,0,0,0.0
20230115 09:45:31,37.687,5,1,22.313000000000002,0,0,0.0
20230115 09:45:36,37.75,5,1,22.313000000000002,0,0,0.0
20230115 09:45:41,37.812,5,1,22.25,0,0,0.0
20230115 09:45:46,37.875,5,1,22.188000000000002,0,0,0.0
20230115 09:45:51,37.875,5,1,22.125,0,0,0.0
20230115 09:45:56,38.0,5,1,22.125,0,0,0.0
20230115 09:46:02,38.062,5,1,21.938000000000002,0,0,0.0
20230115 09:46:07,38.062,5,1,21.938000000000002,0,0,0.0
20230115 09:46:12,38.187,5,1,21.938000000000002,0,0,0.0
20230115 09:46:17,38.25,5,1,21.813000000000002,0,0,0.0
20230115 09:46:23,38.312,5,1,21.688000000000002,0,0,0.0
20230115 09:46:28,38.375,5,1,21.688000000000002,0,0,0.0
20230115 09:46:34,38.437,5,1,21.625,0,0,0.0
20230115 09:46:39,38.5,5,1,21.563000000000002,0,0,0.0
20230115 09:46:44,38.5,5,1,21.5,0,0,0.0
20230115 09:46:49,38.687,5,1,21.5,0,0,0.0
20230115 09:46:54,38.687,5,1,21.313000000000002,0,0,0.0
20230115 09:46:59,38.812,5,1,21.313000000000002,0,0,0.0
20230115 09:47:04,38.812,5,1,21.188000000000002,0,0,0.0
20230115 09:47:12,38.875,5,1,21.125,0,0,0.0
20230115 09:47:17,39.062,5,1,21.125,0,0,0.0
20230115 09:47:22,39.125,5,1,20.938000000000002,0,0,0.0
20230115 09:47:27,39.125,5,1,20.875,0,0,0.0
20230115 09:47:32,39.187,5,1,20.875,0,0,0.0
20230115 09:47:38,39.312,5,1,20.813000000000002,0,0,0.0
20230115 09:47:43,39.375,5,1,20.688000000000002,0,0,0.0
20230115 09:47:48,39.375,5,1,20.625,0,0,0.0
20230115 09:47:53,39.375,5,1,20.625,0,0,0.0
20230115 09:47:58,39.5,5,1,20.625,0,0,0.0
20230115 09:48:03,39.625,5,1,20.5,0,0,0.0
20230115 09:48:08,39.687,5,1,20.375,0,0,0.0
20230115 09:48:13,39.75,5,1,20.313000000000002,0,0,0.0
20230115 09:48:18,39.812,5,1,20.25,0,0,0.0
20230115 09:48:24,39.937,5,1,20.063000000000002,0,0,0.0
20230115 09:48:30,40.0,5,1,20.0,0,0,0.0
20230115 09:48:35,40.062,5,1,20.0,0,0,0.0
20230115 09:48:40,40.125,5,1,19.938000000000002,0,0,0.0
20230115 09:48:45,40.187,5,1,19.875,0,0,0.0
20230115 09:48:52,40.25,5,1,19.75,0,0,0.0
20230115 09:48:57,40.312,5,1,19.75,0,0,0.0
20230115 09:49:02,40.375,5,1,19.688000000000002,0,0,0.0
20230115 09:49:07,40.437,5,1,19.625,0,0,0.0
20230115 09:49:12,40.437,5,1,19.563000000000002,0,0,0.0
20230115 09:49:17,40.562,5,1,19.563000000000002,0,0,0.0
