PlaceName,Lat,Long,Alt(m),dist(km),dist_sum(km)
松本駅,36.23083,137.96439,584.9,0,0
,36.23113,137.96528,585,0.08665979907642173,0.08665979907642173
,36.23112,137.96532,585,0.0037633046096878517,0.09042310368610958
,36.23109,137.96533,585,0.0034481539397004535,0.09387125762581003
,36.23111,137.96537,585,0.004225674546742912,0.09809693217255294
,36.23113,137.96554,585,0.015443268575239803,0.11354020074779275
,36.23104,137.96564,585,0.013437039634544623,0.12697724038233738
,36.23089,137.9657,585,0.01749669737036683,0.1444739377527042
,36.2309,137.96576,585,0.005506959452751477,0.14998089720545568
,36.23102,137.96572,585.1,0.013792617176867134,0.16377351438232282
,36.23103,137.96581,585.1,0.008166733276437925,0.17194024765876076
,36.23105,137.96588,585.1,0.0066728520193499,0.17861309967811065
,36.23106,137.96748,585.8,0.14384418796597276,0.32245728764408343
,36.23107,137.96757,585.8,0.00816672919393417,0.3306240168380176
,36.23109,137.96927,587.8,0.15284596587679772,0.48346998271481534
,36.23108,137.9694,587.8,0.011739547483142444,0.49520953019795777
,36.23111,137.97432,590.9,0.44232001853121244,0.9375295487291702
,36.2311,137.97438,590.9,0.005506945332970734,0.9430364940621409
,36.23111,137.97442,591,0.0037633054862219245,0.9467997995483628
,36.23112,137.97452,591,0.009058209442800651,0.9558580089911635
,36.23114,137.97694,593.1,0.21756897192272934,1.1734269809138929
,36.23115,137.97699,593.2,0.004629928512586683,1.1780569094264794
,36.23117,137.97901,595.7,0.1816112011146328,1.3596681105411124
,36.2312,137.9791,595.9,0.008749031230754085,1.3684171417718665
,36.23119,137.97957,596.6,0.04226746556252272,1.4106846073343893
,36.23118,137.97964,596.6,0.0063900666995302955,1.4170746740339195
,36.23119,137.98159,599.2,0.1753081094854453,1.592382783519365
,36.2312,137.98167,599.3,0.0072770803642498655,1.5996598638836148
,36.23124,137.98168,599.4,0.004528659876434075,1.6041885237600488
,36.23124,137.98169,599.4,0.0008989973049680172,1.6050875210650168
,36.23125,137.9817,599.4,0.0014281040917574212,1.6065156251567743
,36.2313,137.98183,599.6,0.012937046047365048,1.6194526712041393
,36.23132,137.98199,599.7,0.014554139918324573,1.634006811122464
,36.23139,137.98322,600.7,0.11084898218758514,1.744855793310049
,36.23141,137.98332,600.7,0.009259828711650896,1.7541156220217
,36.23141,137.98357,600.9,0.022474884032127173,1.7765905060538272
,36.23135,137.98358,601,0.006718218810574785,1.783308724864402
,36.23129,137.9836,601.1,0.00689630682814631,1.7902050316925482
,36.23126,137.98362,601.2,0.0037834308571398885,1.793988462549688
,36.23117,137.98371,601.3,0.012852938733571795,1.8068414012832599
,36.23112,137.98378,601.5,0.00838950758803241,1.8152309088712923
,36.2311,137.98382,601.4,0.004225674160136639,1.819456583031429
,36.23107,137.98393,601.4,0.010434255492713249,1.8298908385241424
,36.23106,137.98395,601.5,0.002112837952317408,1.8320036764764598
,36.23105,137.98399,601.4,0.003763307671375633,1.8357669841478355
,36.23101,137.98404,601.5,0.006317085915264478,1.8420840700631
,36.23085,137.98413,601.9,0.019510853244465682,1.8615949233075657
,36.23081,137.98414,602,0.00452866047590975,1.8661235837834755
,36.23076,137.98416,602.2,0.005832233569891377,1.871955817353367
,36.2307,137.98424,602.7,0.009800586050745184,1.881756403404112
,36.23067,137.98426,602.9,0.0037834369849243346,1.8855398403890364
,36.23059,137.98436,603,0.012634203992551675,1.8981740443815882
,36.23054,137.98441,603.1,0.007140544468176474,1.9053145888497647
,36.23052,137.98442,603.2,0.0023944415947034,1.9077090304444682
,36.23033,137.98485,602.7,0.04403271012728863,1.9517417405717568
,36.23033,137.98488,602.7,0.002697023171529934,1.9544387637432867
,36.23032,137.98492,603,0.0037633395668470147,1.9582021033101338
,36.23032,137.98511,603.2,0.0170811489227221,1.9752832522328558
,36.23033,137.98519,603.2,0.007277159075883793,1.9825604113087396
,36.22992,137.98523,603.3,0.04563684060950463,2.028197251918244
,36.22982,137.98523,603.9,0.011096326755801232,2.0392935786740454
,36.22983,137.98526,603.9,0.002916386837335054,2.0422099655113803
,36.22987,137.98591,605.1,0.0586041823570857,2.100814147868466
,36.22986,137.98601,605.4,0.0090583514159636,2.1098724992844295
,36.22986,137.98667,606.8,0.05933486482038925,2.169207364104819
,36.2299,137.98667,606.8,0.004438530709319408,2.1736458948141384
,36.22989,137.98693,607.2,0.023400653842746075,2.1970465486568846
,36.2299,137.98697,607.3,0.0037633583577551593,2.20080990701464
,36.22989,137.98704,607.5,0.006390168449799283,2.207200075464439
,36.22989,137.98901,611.1,0.17710551370494895,2.384305589169388
,36.22986,137.98901,611.1,0.003328898028234914,2.387634487197623
,36.22986,137.98937,611.8,0.03236447171979128,2.419998958917414
,36.22938,137.9898,613.5,0.06581258236209842,2.4858115412795123
,36.22941,137.98985,613.5,0.005593515312367928,2.4914050565918804
,36.22939,137.98987,613.5,0.002856234240379169,2.4942612908322594
