PlaceName,Lat,Long,Alt(m),dist(km),dist_sum(km)
石和温泉駅,35.65737,138.63538,271.2,0,0
,35.65734,138.6354,271.2,0.003789368973295753,0.003789368973295753
,35.65733,138.63539,271.1,0.0014321375850385415,0.0052215065583342945
,35.65731,138.63538,271.1,0.002396699032649601,0.007618205590983895
,35.6573,138.63538,271.1,0.0011095266084336177,0.008727732199417512
,35.65726,138.63539,271,0.004529542845695328,0.01325727504511284
,35.65719,138.63539,271,0.0077666861479106205,0.02102396119302346
,35.65718,138.6354,271,0.0014321386332942557,0.022456099826317716
,35.65705,138.6354,270.9,0.014423845439690044,0.03687994526600776
,35.6571,138.63623,270.6,0.07536297242604668,0.11224291769205444
,35.6571,138.63654,270.7,0.028071241370248586,0.14031415906230302
,35.65713,138.63672,270.8,0.01663582812344589,0.1569499871857489
,35.65717,138.63688,270.8,0.01515287951426275,0.17210286670001165
,35.65721,138.63698,270.9,0.010084342320281709,0.18218720902029337
,35.65722,138.63702,270.9,0.0037882170763719387,0.18597542609666531
,35.65743,138.63745,271,0.04537637436653101,0.2313518004631963
,35.65747,138.63751,271,0.0070153816863323245,0.23836718214952862
,35.65741,138.63754,271.1,0.007190095688558823,0.24555727783808745
,35.65611,138.638,270.9,0.1501326347940223,0.39568991263210973
,35.65618,138.63846,271.5,0.04237247643867563,0.4380623890707854
,35.65619,138.63849,271.6,0.002934447004586966,0.4409968360753723
,35.65613,138.63853,271,0.007578762570421435,0.44857559864579377
,35.65604,138.63856,271,0.010348666628345559,0.4589242652741393
,35.65597,138.6386,271.2,0.008569791384616329,0.46749405665875565
,35.65577,138.63861,270.6,0.022208995485035053,0.48970305214379073
,35.65504,138.63848,269.9,0.08184643498023016,0.5715494871240209
,35.65499,138.63887,269.9,0.0357494171680296,0.6072989042920505
,35.65498,138.63919,269.9,0.028998762920605065,0.6362976672126556
,35.65499,138.63934,269.9,0.013628456558486837,0.6499261237711424
,35.65522,138.64108,270.4,0.15961822872220846,0.8095443524933509
,35.65526,138.64129,270.5,0.01952746488169865,0.8290718173750495
,35.65529,138.64138,270.5,0.008803426417861153,0.8378752437929107
,35.65534,138.6414,270.5,0.005835773482461571,0.8437110172753722
,35.65544,138.64147,270.5,0.012778312416874228,0.8564893296922464
,35.65548,138.64156,270.5,0.009279943467630442,0.8657692731598768
,35.65583,138.64284,271.2,0.12224142252634693,0.9880106956862238
,35.65598,138.64329,271.6,0.04401683648516148,1.0320275321713852
,35.65636,138.64611,273.5,0.2588179358837224,1.2908454680551076
,35.65637,138.64615,273.5,0.003788253728567779,1.2946337217836754
,35.65687,138.64972,276,0.32799951761758717,1.6226332394012626
,35.65689,138.64979,276.1,0.006715885744062902,1.6293491251453256
,35.6569,138.64992,276.2,0.01182401324613993,1.6411731383914656
,35.65766,138.65533,280.2,0.49709168707433404,2.1382648254657997
,35.65768,138.65555,280.5,0.020044594314688628,2.158309419780488
,35.65776,138.65607,281,0.047916191424856994,2.2062256112053453
,35.65775,138.65614,280.9,0.006434990117419092,2.2126606013227645
,35.65801,138.65666,281.4,0.055220964053424505,2.267881565376189
,35.65801,138.65676,281.5,0.009055136426544638,2.2769367018027338
,35.65794,138.65678,281.7,0.007975039276033788,2.2849117410787674
,35.65782,138.65684,282.4,0.01438018101932511,2.2992919220980923
,35.65778,138.65687,283,0.005203501241371382,2.3044954233394637
,35.65775,138.65688,283,0.003449551464327395,2.307944974803791
,35.65758,138.65702,284.2,0.022726324868595996,2.330671299672387
,35.65744,138.65712,284.9,0.01798004993564171,2.3486513496080286
,35.657,138.65748,278.2,0.05870258868463298,2.4073539382926614
,35.65691,138.65752,277.4,0.010622363458563717,2.4179763017512252
,35.65644,138.65791,277.4,0.0629807932482109,2.480957094999436
,35.65639,138.65796,277.2,0.007160720099382403,2.4881178150988186
,35.65593,138.65832,285.6,0.06056079549135454,2.5486786105901733
,35.65604,138.65855,285.4,0.0241399041249681,2.5728185147151414
,35.65627,138.65892,284.4,0.04211644666423967,2.6149349613793813
,35.6563,138.65898,284.4,0.006371741356625584,2.621306702736007
,35.65877,138.66299,286.4,0.45492442286464463,3.0762311256006516
,35.65878,138.663,287,0.0014321275138679578,3.0776632531145194
,35.65894,138.66325,286.2,0.02876820760875943,3.106431460723279
,35.65907,138.66353,287.7,0.02916978207453973,3.1356012427978186
,35.65911,138.66366,288,0.012580359953680158,3.1481816027514986
,35.65914,138.6638,287.9,0.013106721712726642,3.161288324464225
,35.65914,138.66385,287.8,0.0045275044300264,3.1658158288942517
,35.65916,138.66392,288,0.006715716720590255,3.172531545614842
,35.65916,138.66397,288,0.0045275033036998565,3.177059048918542
,35.65917,138.66402,287.9,0.004661473333811573,3.1817205222523537
,35.65917,138.66417,287.9,0.01358250821517399,3.1953030304675276
,35.65919,138.66436,288,0.017347025813996986,3.212650056281525
,35.65919,138.66454,287.9,0.016299005792105765,3.2289490620736307
,35.65942,138.66871,291.4,0.37845444802812406,3.6074035101017548
,35.65943,138.66875,291.4,0.0037881217776890817,3.6111916318794437
,35.65973,138.67397,295.9,0.4738394301577784,4.085031062037222
,35.65974,138.67403,296.1,0.005545102265389471,4.090576164302612
,35.65989,138.67665,299,0.23782228928904003,4.328398453591652
,35.65992,138.67696,299.1,0.028266922998785055,4.3566653765904375
,35.65994,138.67704,299.3,0.007576200005586071,4.364241576596023
,35.65995,138.67714,299.4,0.009122641618330417,4.373364218214354
,35.65997,138.67719,299.6,0.00504203121429689,4.37840624942865
,35.65999,138.67721,299.7,0.0028642381684686707,4.381270487597119
